Customer_ID,Age,Gender,Income,Employment_Type,Loan_ID,Loan_Type,Loan_Amount,Interest_Rate,Tenure_Months,Application_Date,Approval_Status,EMI_Amount,Disbursal_Date,EMIs_Paid,Default_Status,Outstanding_Balance
CUST3901,21,Female,175223,Self-Employed,LOAN7901,Business,1596376,15.55,36,2025-06-24,Rejected,0.0,,0,No,0.0
CUST3902,41,Female,148068,Salaried,LOAN7902,Home,1918554,15.85,36,2023-07-08,Rejected,0.0,,0,No,0.0
CUST3903,50,Female,20036,Student,LOAN7903,Home,1233123,14.21,12,2023-08-21,Approved,117362.48,2025-06-19,1,Yes,1290987.28
CUST3904,33,Male,113948,Self-Employed,LOAN7904,Education,644547,17.76,180,2023-09-05,Approved,4216.77,2023-10-08,102,Yes,328908.06
CUST3905,54,Male,103707,Salaried,LOAN7905,Education,1375610,18.29,36,2024-12-20,Approved,45200.25,2025-03-21,18,Yes,813604.5
CUST3906,24,Male,59051,Salaried,LOAN7906,Home,1252918,17.86,36,2025-06-18,Rejected,0.0,,0,No,0.0
CUST3907,48,Female,100738,Salaried,LOAN7907,Business,1891721,16.39,24,2022-10-23,Rejected,0.0,,0,No,0.0
CUST3908,58,Female,93596,Self-Employed,LOAN7908,Home,1191965,14.97,24,2025-01-24,Approved,57100.09,2025-08-16,6,Yes,1027801.62
CUST3909,51,Female,80071,Self-Employed,LOAN7909,Personal,517353,14.46,60,2023-07-10,Approved,9869.37,2024-09-24,13,Yes,463860.39
CUST3910,47,Female,150613,Salaried,LOAN7910,Business,377461,7.75,120,2022-12-03,Approved,3389.29,2024-12-10,72,Yes,162685.92
CUST3911,25,Female,93601,Salaried,LOAN7911,Home,1819053,9.76,180,2024-02-22,Approved,11092.18,2025-05-05,160,No,221843.6
CUST3912,45,Male,49873,Salaried,LOAN7912,Education,395123,6.57,60,2025-01-10,Approved,7018.04,2025-03-14,47,No,91234.52
CUST3913,23,Female,187720,Salaried,LOAN7913,Home,1481781,8.15,24,2022-10-15,Approved,66772.76,2025-06-02,4,Yes,1335455.2
CUST3914,53,Female,91468,Salaried,LOAN7914,Auto,303154,11.77,24,2023-11-30,Approved,14118.13,2024-05-20,23,No,14118.13
CUST3915,24,Female,46470,Self-Employed,LOAN7915,Home,967174,8.26,12,2022-12-14,Approved,87255.21,2025-05-12,7,Yes,436276.05
CUST3916,45,Male,28328,Self-Employed,LOAN7916,Business,1084501,17.32,12,2025-04-16,Rejected,0.0,,0,No,0.0
CUST3917,40,Female,157405,Retired,LOAN7917,Home,1292242,16.17,24,2023-10-04,Approved,62549.9,2024-01-15,19,No,312749.5
CUST3918,54,Male,141173,Student,LOAN7918,Education,788880,7.36,36,2024-06-12,Approved,23526.15,2024-11-11,11,Yes,588153.75
CUST3919,46,Male,66638,Self-Employed,LOAN7919,Personal,833227,9.49,60,2024-04-24,Rejected,0.0,,0,No,0.0
CUST3920,25,Male,31268,Self-Employed,LOAN7920,Auto,1059268,16.33,24,2025-05-20,Rejected,0.0,,0,No,0.0
CUST3921,55,Male,133920,Retired,LOAN7921,Business,761865,16.14,180,2024-02-22,Approved,4915.72,2024-12-18,54,Yes,619380.72
CUST3922,48,Male,130379,Salaried,LOAN7922,Education,1271905,17.85,24,2024-02-23,Approved,62455.84,2024-03-30,5,Yes,1186660.96
CUST3923,49,Female,168117,Salaried,LOAN7923,Auto,260582,18.47,12,2022-12-17,Approved,25725.96,2024-05-21,3,Yes,231533.64
CUST3924,29,Female,191813,Salaried,LOAN7924,Home,689327,18.22,60,2024-04-01,Approved,13582.04,2024-05-14,57,No,40746.12
CUST3925,58,Male,193842,Self-Employed,LOAN7925,Auto,1931500,11.42,60,2023-11-04,Approved,35867.96,2024-10-25,28,Yes,1147774.72
CUST3926,26,Male,27887,Self-Employed,LOAN7926,Personal,684006,9.5,120,2022-11-17,Approved,6241.55,2023-06-01,104,No,99864.8
CUST3927,39,Male,44918,Salaried,LOAN7927,Auto,1043663,15.6,24,2025-04-16,Approved,50269.77,2025-07-11,1,Yes,1156204.71
CUST3928,64,Female,55497,Self-Employed,LOAN7928,Auto,1507187,10.09,120,2024-09-27,Approved,13827.18,2025-03-27,81,Yes,539260.02
CUST3929,31,Female,113562,Self-Employed,LOAN7929,Home,1170581,16.18,12,2022-11-09,Approved,113331.75,2023-07-05,0,Yes,1359981.0
CUST3930,22,Male,31929,Salaried,LOAN7930,Home,1123616,12.91,120,2023-04-05,Approved,10572.29,2023-12-15,74,Yes,486325.34
CUST3931,64,Female,122201,Salaried,LOAN7931,Business,159009,16.03,36,2024-08-14,Approved,5124.95,2025-04-21,34,No,10249.9
CUST3932,64,Female,136566,Salaried,LOAN7932,Home,1691566,9.81,24,2025-08-09,Approved,77396.19,2025-08-15,18,No,464377.14
CUST3933,29,Male,48546,Salaried,LOAN7933,Auto,1120213,12.6,24,2022-08-24,Approved,52556.66,2025-04-03,19,No,262783.3
CUST3934,41,Male,188410,Student,LOAN7934,Personal,117745,13.27,60,2023-11-19,Rejected,0.0,,0,No,0.0
CUST3935,44,Female,185355,Student,LOAN7935,Home,976251,17.82,120,2022-10-02,Approved,9585.16,2024-07-07,50,Yes,670961.2
CUST3936,54,Female,102494,Student,LOAN7936,Business,1066107,9.7,60,2025-04-16,Approved,19491.99,2025-05-02,41,Yes,370347.81
CUST3937,42,Female,66566,Self-Employed,LOAN7937,Business,201322,17.74,180,2025-04-13,Rejected,0.0,,0,No,0.0
CUST3938,23,Male,105464,Self-Employed,LOAN7938,Auto,926899,16.16,120,2022-12-24,Approved,8972.38,2025-05-25,8,Yes,1004906.56
CUST3939,32,Male,148279,Self-Employed,LOAN7939,Home,161855,15.27,120,2024-01-05,Approved,1554.75,2024-04-25,39,Yes,125934.75
CUST3940,48,Male,101991,Self-Employed,LOAN7940,Home,1328515,15.94,12,2025-05-02,Approved,128356.69,2025-07-25,5,Yes,898496.83
CUST3941,50,Female,112680,Self-Employed,LOAN7941,Business,628328,13.77,120,2023-02-10,Approved,5957.07,2024-05-19,47,Yes,434866.11
CUST3942,46,Female,48013,Self-Employed,LOAN7942,Home,1206094,9.43,60,2023-08-01,Approved,21997.14,2024-06-16,7,Yes,1165848.42
CUST3943,41,Male,72132,Salaried,LOAN7943,Auto,1523097,8.77,180,2023-12-16,Approved,9203.74,2024-02-18,95,Yes,782317.9
CUST3944,48,Female,179156,Self-Employed,LOAN7944,Personal,770678,16.9,120,2023-02-12,Approved,7507.69,2023-03-31,25,Yes,713230.55
CUST3945,46,Male,127855,Salaried,LOAN7945,Auto,1818173,15.2,120,2024-12-08,Rejected,0.0,,0,No,0.0
CUST3946,53,Female,172215,Self-Employed,LOAN7946,Home,1705974,9.06,24,2024-01-20,Approved,77522.3,2024-10-20,17,Yes,542656.1
CUST3947,41,Male,111627,Salaried,LOAN7947,Auto,932827,13.88,24,2024-01-19,Approved,44262.64,2024-01-28,4,Yes,885252.8
CUST3948,55,Female,142772,Salaried,LOAN7948,Education,1282010,11.87,180,2024-10-24,Approved,7967.69,2025-08-08,179,No,7967.69
CUST3949,54,Female,165251,Retired,LOAN7949,Education,453312,8.4,24,2025-04-09,Rejected,0.0,,0,No,0.0
CUST3950,61,Male,161294,Salaried,LOAN7950,Home,302138,12.88,36,2024-11-06,Approved,9473.7,2025-04-18,33,No,28421.1
CUST3951,38,Male,84068,Salaried,LOAN7951,Home,125764,9.88,24,2022-10-08,Approved,5757.9,2024-01-31,3,Yes,120915.9
CUST3952,31,Male,175021,Salaried,LOAN7952,Personal,714578,7.65,36,2023-07-06,Approved,21367.87,2025-04-08,15,Yes,448725.27
CUST3953,43,Male,36116,Student,LOAN7953,Auto,1451087,12.1,180,2024-03-29,Approved,9037.05,2025-03-08,23,Yes,1418816.85
CUST3954,42,Male,71369,Self-Employed,LOAN7954,Personal,1445058,13.58,36,2024-11-21,Approved,45591.58,2024-12-16,13,Yes,1048606.34
CUST3955,37,Female,199889,Self-Employed,LOAN7955,Home,1539173,7.06,180,2024-03-02,Approved,9154.66,2024-06-26,144,No,329567.76
CUST3956,25,Male,123100,Student,LOAN7956,Home,265555,11.33,60,2024-01-17,Approved,4927.37,2024-01-22,50,No,49273.7
CUST3957,64,Male,49655,Salaried,LOAN7957,Business,1248983,9.59,24,2025-02-28,Approved,57031.69,2025-07-30,3,Yes,1197665.49
CUST3958,31,Male,67632,Salaried,LOAN7958,Personal,1800797,6.87,120,2023-09-17,Approved,16037.6,2023-10-12,49,Yes,1138669.6
CUST3959,50,Male,165265,Salaried,LOAN7959,Home,866339,8.01,12,2023-08-01,Rejected,0.0,,0,No,0.0
CUST3960,35,Male,181848,Self-Employed,LOAN7960,Education,827431,8.17,120,2024-03-05,Approved,7458.6,2024-10-21,97,No,171547.8
CUST3961,47,Female,194297,Self-Employed,LOAN7961,Business,1137963,8.69,24,2022-10-11,Rejected,0.0,,0,No,0.0
CUST3962,55,Male,199884,Salaried,LOAN7962,Auto,530783,16.14,120,2025-05-22,Approved,5137.09,2025-07-13,101,No,97604.71
CUST3963,53,Male,38895,Salaried,LOAN7963,Business,1173231,11.77,24,2023-12-02,Approved,54638.35,2025-03-07,2,Yes,1202043.7
CUST3964,40,Male,172281,Salaried,LOAN7964,Auto,1680271,8.27,24,2025-01-01,Approved,75801.23,2025-07-01,7,Yes,1288620.91
CUST3965,36,Female,43086,Self-Employed,LOAN7965,Education,508478,7.7,120,2022-10-24,Approved,4563.59,2023-08-26,11,Yes,497431.31
CUST3966,54,Female,105637,Salaried,LOAN7966,Auto,1496347,10.08,36,2023-03-11,Approved,45754.97,2025-04-05,34,No,91509.94
CUST3967,22,Male,178279,Salaried,LOAN7967,Personal,1406815,16.08,60,2024-07-17,Approved,27217.18,2025-08-07,1,Yes,1605813.62
CUST3968,55,Male,127334,Salaried,LOAN7968,Auto,575330,10.87,60,2025-05-26,Approved,10631.14,2025-07-05,52,No,85049.12
CUST3969,60,Female,171969,Self-Employed,LOAN7969,Auto,153748,8.42,60,2022-10-03,Approved,2778.23,2023-06-04,28,Yes,88903.36
CUST3970,48,Female,83083,Self-Employed,LOAN7970,Business,300763,11.35,60,2025-04-28,Approved,5581.66,2025-07-20,22,Yes,212103.08
CUST3971,59,Female,115028,Salaried,LOAN7971,Education,1889196,13.16,12,2025-05-27,Approved,178151.18,2025-07-24,0,Yes,2137814.16
CUST3972,26,Male,86957,Self-Employed,LOAN7972,Auto,915028,6.86,180,2024-10-17,Approved,5432.22,2024-12-15,113,Yes,363958.74
CUST3973,29,Male,117551,Self-Employed,LOAN7973,Personal,715593,14.03,24,2024-06-03,Approved,33999.61,2025-06-23,17,Yes,237997.27
CUST3974,40,Female,98506,Retired,LOAN7974,Business,315232,11.24,12,2023-10-29,Approved,29222.01,2025-01-02,7,Yes,146110.05
CUST3975,21,Male,158355,Salaried,LOAN7975,Education,313790,6.62,60,2023-03-06,Approved,5576.05,2023-07-18,57,No,16728.15
CUST3976,28,Female,114024,Self-Employed,LOAN7976,Education,1242775,14.59,60,2025-03-03,Approved,23734.93,2025-07-14,21,Yes,925662.27
CUST3977,43,Female,101481,Salaried,LOAN7977,Home,1786551,15.05,120,2025-01-07,Approved,17128.56,2025-03-21,77,Yes,736528.08
CUST3978,23,Female,20255,Salaried,LOAN7978,Personal,1819959,14.05,60,2025-02-17,Approved,34594.39,2025-07-03,28,Yes,1107020.48
CUST3979,24,Male,35487,Self-Employed,LOAN7979,Business,851885,10.6,24,2024-06-02,Approved,39257.7,2024-06-21,12,Yes,471092.4
CUST3980,45,Female,39346,Salaried,LOAN7980,Business,888665,12.86,60,2023-01-01,Approved,16715.79,2024-06-16,14,Yes,768926.34
CUST3981,58,Female,55050,Salaried,LOAN7981,Personal,1526307,11.15,60,2024-04-21,Approved,28274.84,2024-07-12,14,Yes,1300642.64
CUST3982,35,Male,28744,Salaried,LOAN7982,Education,1025596,14.91,12,2025-05-03,Approved,98209.36,2025-05-17,12,No,0.0
CUST3983,41,Female,175828,Salaried,LOAN7983,Auto,1356365,13.5,24,2023-02-07,Approved,64144.76,2023-11-20,3,Yes,1347039.96
CUST3984,55,Male,81596,Salaried,LOAN7984,Personal,1049951,7.48,36,2025-05-24,Approved,31346.87,2025-05-30,35,No,31346.87
CUST3985,34,Female,176218,Salaried,LOAN7985,Business,508216,14.22,120,2025-03-09,Approved,4837.37,2025-06-24,68,Yes,251543.24
CUST3986,56,Male,139640,Self-Employed,LOAN7986,Personal,1443807,14.75,36,2022-09-29,Approved,46021.35,2025-02-05,2,Yes,1564725.9
CUST3987,32,Female,75032,Self-Employed,LOAN7987,Education,1947001,10.95,180,2025-05-27,Approved,12001.1,2025-06-16,61,Yes,1428130.9
CUST3988,37,Female,62687,Salaried,LOAN7988,Home,234834,17.01,12,2022-09-12,Approved,22898.27,2024-11-14,3,Yes,206084.43
CUST3989,59,Female,197175,Self-Employed,LOAN7989,Home,262886,16.62,60,2025-05-26,Approved,5109.63,2025-07-17,43,Yes,86863.71
CUST3990,29,Female,173048,Student,LOAN7990,Auto,307493,8.6,120,2023-11-13,Approved,2782.81,2025-07-25,19,Yes,281063.81
CUST3991,55,Female,82863,Salaried,LOAN7991,Auto,136392,17.35,180,2024-07-17,Rejected,0.0,,0,No,0.0
CUST3992,33,Male,151663,Salaried,LOAN7992,Education,1831403,11.79,180,2024-08-29,Approved,11374.03,2025-08-03,38,Yes,1615112.26
CUST3993,35,Male,26277,Self-Employed,LOAN7993,Auto,696637,15.18,24,2025-04-14,Approved,33432.77,2025-08-15,0,Yes,802386.48
CUST3994,38,Female,81860,Self-Employed,LOAN7994,Home,1776124,16.27,120,2023-11-03,Rejected,0.0,,0,No,0.0
CUST3995,53,Female,153332,Salaried,LOAN7995,Education,116019,12.56,180,2022-10-02,Approved,725.51,2023-02-02,66,Yes,82708.14
CUST3996,26,Female,44741,Salaried,LOAN7996,Education,1623315,11.29,12,2023-09-13,Rejected,0.0,,0,No,0.0
CUST3997,47,Male,139720,Self-Employed,LOAN7997,Education,971573,17.49,60,2024-11-24,Approved,19025.02,2025-06-18,53,No,133175.14
CUST3998,43,Male,57211,Retired,LOAN7998,Personal,1949282,9.27,12,2025-08-01,Approved,177498.37,2025-08-13,5,Yes,1242488.59
CUST3999,47,Female,192614,Salaried,LOAN7999,Auto,1243034,9.58,180,2025-03-28,Approved,7567.31,2025-05-03,147,No,249721.23
CUST4000,54,Male,26869,Retired,LOAN8000,Business,743799,10.84,24,2022-09-02,Approved,34351.12,2023-08-06,8,Yes,549617.92
CUST4001,58,Female,107616,Salaried,LOAN8001,Home,1806221,16.81,36,2022-11-17,Rejected,0.0,,0,No,0.0
CUST4002,34,Female,114515,Salaried,LOAN8002,Auto,330301,17.77,60,2022-08-20,Rejected,0.0,,0,No,0.0
CUST4003,56,Female,170494,Salaried,LOAN8003,Home,124726,9.14,60,2025-07-27,Approved,2268.77,2025-08-09,27,Yes,74869.41
CUST4004,28,Male,186685,Self-Employed,LOAN8004,Auto,680004,16.87,12,2024-07-24,Approved,66226.72,2024-10-31,2,Yes,662267.2
CUST4005,55,Female,80110,Salaried,LOAN8005,Business,1098203,9.6,12,2024-01-02,Rejected,0.0,,0,No,0.0
CUST4006,39,Female,54033,Salaried,LOAN8006,Home,1324862,18.15,12,2022-09-16,Approved,130443.7,2025-03-19,12,No,0.0
CUST4007,50,Female,65213,Student,LOAN8007,Business,196001,13.67,180,2024-07-30,Approved,1237.75,2024-09-07,101,Yes,97782.25
CUST4008,34,Male,32938,Retired,LOAN8008,Home,1727500,6.59,60,2023-01-19,Rejected,0.0,,0,No,0.0
CUST4009,40,Male,150842,Salaried,LOAN8009,Personal,1278395,6.91,12,2025-06-30,Rejected,0.0,,0,No,0.0
CUST4010,45,Male,22274,Salaried,LOAN8010,Personal,320057,8.27,120,2024-06-14,Approved,2887.71,2025-05-06,2,Yes,340749.78
CUST4011,60,Female,104390,Self-Employed,LOAN8011,Home,518747,8.75,180,2024-07-03,Approved,3134.1,2024-12-17,13,Yes,523394.7
CUST4012,44,Male,182887,Self-Employed,LOAN8012,Home,1649591,15.71,180,2024-07-31,Rejected,0.0,,0,No,0.0
CUST4013,34,Female,170033,Salaried,LOAN8013,Business,183018,9.17,120,2024-01-14,Approved,1665.01,2025-02-15,67,Yes,88245.53
CUST4014,46,Male,40044,Student,LOAN8014,Education,1683925,18.13,120,2024-09-23,Approved,16576.84,2024-10-01,46,Yes,1226686.16
CUST4015,58,Female,119372,Salaried,LOAN8015,Home,282791,14.13,180,2023-02-26,Approved,1793.05,2023-10-27,93,Yes,155995.35
CUST4016,43,Male,173047,Self-Employed,LOAN8016,Auto,1296578,14.81,60,2025-07-13,Rejected,0.0,,0,No,0.0
CUST4017,42,Female,34706,Salaried,LOAN8017,Auto,1028976,9.11,12,2023-09-11,Approved,93559.64,2023-11-30,9,No,280678.92
CUST4018,39,Male,157046,Self-Employed,LOAN8018,Auto,163388,17.21,24,2023-01-07,Approved,7979.46,2024-12-24,6,Yes,143630.28
CUST4019,23,Male,96464,Salaried,LOAN8019,Personal,117957,14.51,12,2024-10-03,Approved,11256.05,2025-05-18,2,Yes,112560.5
CUST4020,62,Male,41213,Self-Employed,LOAN8020,Business,397983,16.87,60,2022-09-06,Approved,7752.05,2023-05-27,13,Yes,364346.35
CUST4021,39,Female,21950,Retired,LOAN8021,Personal,1466369,17.98,120,2024-09-27,Rejected,0.0,,0,No,0.0
CUST4022,29,Male,30411,Salaried,LOAN8022,Auto,462683,8.01,60,2023-09-19,Rejected,0.0,,0,No,0.0
CUST4023,48,Male,148603,Self-Employed,LOAN8023,Home,287406,7.66,12,2025-06-24,Approved,25785.11,2025-07-11,12,No,0.0
CUST4024,40,Male,197228,Salaried,LOAN8024,Auto,729864,16.14,60,2023-09-29,Approved,14127.73,2025-06-14,54,No,84766.38
CUST4025,27,Male,82744,Student,LOAN8025,Home,257588,16.89,24,2022-12-15,Approved,12545.61,2024-08-27,19,No,62728.05
CUST4026,34,Female,168843,Retired,LOAN8026,Business,838276,13.51,60,2022-10-28,Approved,15858.78,2023-02-03,48,No,190305.36
CUST4027,29,Male,55053,Self-Employed,LOAN8027,Education,1133148,10.89,36,2024-03-14,Rejected,0.0,,0,No,0.0
CUST4028,39,Female,158117,Self-Employed,LOAN8028,Home,1337033,14.33,60,2025-02-19,Approved,25477.16,2025-04-30,9,Yes,1299335.16
CUST4029,34,Female,77623,Retired,LOAN8029,Personal,789783,10.17,12,2025-05-28,Approved,72508.66,2025-08-08,6,Yes,435051.96
CUST4030,58,Female,49714,Salaried,LOAN8030,Auto,789173,9.36,36,2023-02-05,Approved,23973.32,2023-11-14,16,Yes,479466.4
CUST4031,56,Female,185458,Salaried,LOAN8031,Auto,1594440,12.36,120,2023-03-23,Approved,14929.27,2024-02-21,21,Yes,1477997.73
CUST4032,60,Male,129283,Self-Employed,LOAN8032,Auto,990479,9.09,12,2024-10-12,Approved,90042.8,2025-04-15,10,No,180085.6
CUST4033,37,Female,28562,Salaried,LOAN8033,Home,593737,12.3,180,2024-05-20,Approved,3704.26,2024-09-22,43,Yes,507483.62
CUST4034,50,Female,75048,Student,LOAN8034,Business,1873699,17.98,24,2025-03-07,Approved,92107.92,2025-05-18,10,Yes,1289510.88
CUST4035,29,Female,113295,Self-Employed,LOAN8035,Home,684425,16.58,60,2023-01-16,Approved,13298.38,2025-05-11,41,Yes,252669.22
CUST4036,53,Female,32026,Salaried,LOAN8036,Personal,1904467,17.8,60,2023-03-07,Approved,37391.04,2024-03-08,22,Yes,1420859.52
CUST4037,45,Male,126147,Salaried,LOAN8037,Auto,1820731,16.18,12,2025-05-29,Rejected,0.0,,0,No,0.0
CUST4038,34,Male,51589,Salaried,LOAN8038,Home,986108,10.76,60,2023-08-12,Approved,18203.55,2024-02-08,59,No,18203.55
CUST4039,31,Female,128199,Self-Employed,LOAN8039,Auto,1349777,16.24,60,2023-03-26,Rejected,0.0,,0,No,0.0
CUST4040,55,Female,117274,Salaried,LOAN8040,Personal,699586,17.57,120,2022-09-24,Approved,6854.19,2025-08-09,103,No,116521.23
CUST4041,61,Female,46844,Salaried,LOAN8041,Education,1833331,17.86,60,2023-01-31,Approved,36012.73,2023-09-23,46,No,504178.22
CUST4042,34,Male,174519,Self-Employed,LOAN8042,Education,945766,14.7,60,2025-08-12,Approved,18079.89,2025-08-17,53,No,126559.23
CUST4043,50,Male,110415,Student,LOAN8043,Education,896572,9.04,120,2024-01-22,Approved,8146.85,2025-05-08,81,Yes,317727.15
CUST4044,61,Male,74708,Student,LOAN8044,Auto,337506,6.98,180,2025-01-30,Approved,2005.91,2025-05-02,118,Yes,124366.42
CUST4045,24,Male,90825,Retired,LOAN8045,Home,733303,8.27,60,2023-01-24,Approved,13232.45,2024-02-07,44,Yes,211719.2
CUST4046,24,Male,71574,Self-Employed,LOAN8046,Auto,1644183,18.09,180,2023-08-09,Approved,10786.75,2024-10-10,111,Yes,744285.75
CUST4047,48,Female,105548,Salaried,LOAN8047,Business,412895,12.05,120,2024-02-04,Rejected,0.0,,0,No,0.0
CUST4048,28,Male,169884,Student,LOAN8048,Home,282505,16.76,24,2025-03-05,Approved,13743.87,2025-08-05,12,Yes,164926.44
CUST4049,22,Male,84230,Salaried,LOAN8049,Personal,494266,12.08,60,2024-03-23,Approved,9232.89,2025-05-25,3,Yes,526274.73
CUST4050,61,Female,192700,Self-Employed,LOAN8050,Education,1761633,14.43,12,2023-05-07,Approved,167986.39,2023-10-15,10,No,335972.78
CUST4051,42,Male,60581,Self-Employed,LOAN8051,Home,269683,6.79,36,2023-11-04,Approved,7999.85,2025-02-09,26,Yes,79998.5
CUST4052,61,Male,197700,Student,LOAN8052,Home,1807591,9.5,24,2025-08-03,Approved,82471.34,2025-08-04,18,No,494828.04
CUST4053,36,Male,45105,Salaried,LOAN8053,Education,1719760,11.74,60,2022-11-26,Rejected,0.0,,0,No,0.0
CUST4054,49,Female,99830,Salaried,LOAN8054,Personal,1847632,14.07,12,2023-01-31,Approved,175632.82,2024-12-22,9,No,526898.46
CUST4055,50,Male,89157,Self-Employed,LOAN8055,Auto,1389455,8.56,36,2025-03-09,Rejected,0.0,,0,No,0.0
CUST4056,32,Female,183514,Salaried,LOAN8056,Auto,1654157,15.67,120,2024-11-27,Approved,15944.7,2025-01-21,84,Yes,574009.2
CUST4057,55,Female,107235,Retired,LOAN8057,Home,1036989,10.87,60,2025-07-16,Approved,19161.83,2025-07-24,51,No,172456.47
CUST4058,31,Male,22347,Self-Employed,LOAN8058,Education,1305843,16.31,180,2024-12-16,Approved,8437.92,2025-03-12,74,Yes,894419.52
CUST4059,41,Male,67650,Self-Employed,LOAN8059,Business,189082,7.68,180,2025-01-30,Approved,1131.13,2025-07-07,83,Yes,109719.61
CUST4060,41,Male,168182,Student,LOAN8060,Personal,928737,14.66,120,2023-11-22,Rejected,0.0,,0,No,0.0
CUST4061,25,Male,155995,Self-Employed,LOAN8061,Auto,139359,10.02,24,2025-04-08,Rejected,0.0,,0,No,0.0
CUST4062,40,Female,144926,Salaried,LOAN8062,Personal,1573728,16.04,180,2025-07-18,Approved,10145.3,2025-08-14,82,Yes,994239.4
CUST4063,57,Male,101147,Salaried,LOAN8063,Personal,877159,11.33,36,2022-08-20,Rejected,0.0,,0,No,0.0
CUST4064,23,Female,68135,Self-Employed,LOAN8064,Personal,678833,14.48,180,2024-02-27,Approved,4317.38,2025-04-03,14,Yes,716685.08
CUST4065,64,Female,39199,Student,LOAN8065,Education,64787,17.71,36,2023-03-05,Approved,2118.35,2023-10-13,17,Yes,40248.65
CUST4066,53,Female,160138,Self-Employed,LOAN8066,Education,1040946,6.75,180,2023-02-28,Rejected,0.0,,0,No,0.0
CUST4067,29,Female,121583,Retired,LOAN8067,Education,429854,6.63,120,2023-08-15,Approved,3819.61,2024-03-12,29,Yes,347584.51
CUST4068,29,Female,112290,Salaried,LOAN8068,Home,1210065,15.74,120,2023-06-08,Approved,11671.08,2025-06-27,77,Yes,501856.44
CUST4069,24,Male,187647,Salaried,LOAN8069,Education,194375,14.26,180,2025-07-14,Approved,1233.85,2025-08-10,29,Yes,186311.35
CUST4070,55,Female,140787,Salaried,LOAN8070,Home,247874,10.02,24,2024-02-08,Approved,11362.96,2024-06-03,21,No,34088.88
CUST4071,37,Female,197805,Self-Employed,LOAN8071,Auto,148782,12.43,12,2022-11-12,Approved,13939.63,2022-12-21,10,No,27879.26
CUST4072,54,Male,134427,Salaried,LOAN8072,Auto,365592,7.0,180,2024-01-18,Approved,2173.24,2025-07-24,48,Yes,286867.68
CUST4073,44,Male,168063,Salaried,LOAN8073,Auto,1168089,8.81,60,2023-09-19,Approved,21183.29,2024-05-16,56,No,84733.16
CUST4074,52,Female,173625,Self-Employed,LOAN8074,Auto,842500,11.59,12,2023-03-09,Approved,78345.48,2025-06-26,4,Yes,626763.84
CUST4075,21,Female,107493,Salaried,LOAN8075,Auto,684328,16.51,180,2023-05-24,Approved,4429.5,2024-09-08,175,No,22147.5
CUST4076,28,Male,151706,Self-Employed,LOAN8076,Education,168962,12.26,36,2024-10-20,Rejected,0.0,,0,No,0.0
CUST4077,43,Female,32771,Salaried,LOAN8077,Business,1260875,13.54,60,2024-06-18,Approved,23859.96,2024-08-25,29,Yes,739658.76
CUST4078,60,Male,145607,Salaried,LOAN8078,Education,587028,16.99,24,2023-12-20,Approved,28615.17,2025-03-10,17,Yes,200306.19
CUST4079,32,Male,169370,Salaried,LOAN8079,Business,1449053,10.21,12,2024-02-01,Approved,133083.44,2024-11-09,2,Yes,1330834.4
CUST4080,32,Female,99876,Student,LOAN8080,Education,901177,14.91,12,2023-12-13,Approved,86295.21,2025-03-04,11,No,86295.21
CUST4081,35,Male,187071,Salaried,LOAN8081,Auto,713151,16.84,60,2023-06-10,Approved,13887.43,2025-02-23,36,Yes,333298.32
CUST4082,61,Female,79648,Salaried,LOAN8082,Personal,1492277,8.93,24,2022-10-03,Approved,67730.72,2022-10-10,21,No,203192.16
CUST4083,39,Female,95783,Salaried,LOAN8083,Business,750408,10.78,180,2024-03-06,Approved,4618.34,2024-11-26,112,Yes,314047.12
CUST4084,46,Female,64440,Salaried,LOAN8084,Personal,473911,18.26,24,2023-10-15,Approved,23351.96,2024-10-08,19,No,116759.8
CUST4085,49,Male,51655,Student,LOAN8085,Auto,1361057,18.3,180,2025-02-07,Approved,8945.17,2025-03-26,85,Yes,849791.15
CUST4086,42,Female,63039,Salaried,LOAN8086,Business,534188,9.18,12,2022-09-23,Approved,48602.2,2022-10-30,3,Yes,437419.8
CUST4087,60,Male,75255,Student,LOAN8087,Personal,705284,7.3,180,2024-02-25,Approved,4204.28,2025-04-01,99,Yes,340546.68
CUST4088,41,Female,92219,Salaried,LOAN8088,Education,630340,9.75,12,2024-04-18,Approved,57649.85,2025-07-30,4,Yes,461198.8
CUST4089,58,Female,31244,Student,LOAN8089,Auto,805667,11.27,120,2024-06-17,Approved,7470.55,2025-07-17,87,Yes,246528.15
CUST4090,40,Male,114594,Self-Employed,LOAN8090,Education,575759,11.79,60,2023-12-03,Approved,10727.35,2024-04-14,20,Yes,429094.0
CUST4091,49,Female,78595,Self-Employed,LOAN8091,Education,1613207,13.93,24,2025-02-01,Approved,76580.28,2025-07-01,6,Yes,1378445.04
CUST4092,24,Female,190623,Self-Employed,LOAN8092,Auto,625482,17.29,36,2023-03-26,Approved,20378.55,2024-02-22,7,Yes,590977.95
CUST4093,27,Male,123898,Salaried,LOAN8093,Business,1011892,10.46,60,2023-02-25,Approved,18628.93,2023-12-18,21,Yes,726528.27
CUST4094,48,Male,48371,Self-Employed,LOAN8094,Home,1060736,16.7,180,2023-10-14,Approved,6877.11,2025-04-13,85,Yes,653325.45
